Naam;URN;Waarde;IMBRO;IMBRO/A;Definitie
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bw";"Ja";"Nee";"Gehomogeniseerde B-horizont met nieuwgevormde kleimineralen en/of vrijgekomen sesquioxyden (met name ijzer) of  een blokkige of samengesteld prismatische bodemstructuur. Dit laatste alleen bij kleilagen."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bwb";"Ja";"Nee";"Gehomogeniseerde B-horizont met nieuwgevormde kleimineralen en/of vrijgekomen sesquioxyden (met name ijzer) of een blokkige of samengesteld prismatische bodemstructuur, na de bodemvorming met een sediment, sedentaat of een dik (&gt;50 cm) antropogeen dek 'begraven'."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bwg";"Ja";"Nee";"Gehomogeniseerde B-horizont met nieuwgevormde kleimineralen en/of vrijgekomen sesquioxyden (met name ijzer) of  een blokkige of samengesteld prismatische bodemstructuur en roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bwgb";"Ja";"Nee";"Gehomogeniseerde B-horizont met nieuwgevormde kleimineralen en/of vrijgekomen sesquioxyden (met name ijzer) of een blokkige of samengesteld prismatische bodemstructuur en roestvlekken, na de bodemvorming met een sediment, sedentaat of een dik (&gt;50 cm) antropogeen dek 'begraven'."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bws";"Ja";"Nee";"Gehomogeniseerde B-horizont met  vrijgekomen en ingespoelde sesquioxyden (hiertoe behoren ijzer- en aluminiumverbindingen)."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Bwsb";"Ja";"Nee";"Gehomogeniseerde B-horizont met vrijgekomen en ingespoelde sesquioxyden (hiertoe behoren ijzer- en aluminiumverbindingen), na de bodemvorming met een sediment, sedentaat of een dik (&gt;50 cm) antropogeen dek 'begraven'."
"Horizontcode";"urn:bro:sfr:HorizonCode";"BCe";"Ja";"Nee";"Geleidelijke overgang van een B- naar een C-horizont, met minerale samenstelling en kenmerken van ontijzering."
"Horizontcode";"urn:bro:sfr:HorizonCode";"BCg";"Ja";"Nee";"Geleidelijke overgang van een B- naar een C-horizont, met minerale samenstelling en roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"BCu";"Ja";"Nee";"Geleidelijke overgang van een B- naar een C-horizont, met minerale samenstelling. Zonder specifieke kenmerken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"BCw";"Ja";"Nee";"Geleidelijke overgang van een B- naar een C-horizont, met minerale samenstelling en kenmerken van homogenisatie."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cc";"Ja";"Nee";"Een minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, extreem ijzerrijk."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Ce";"Ja";"Nee";"Een minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, met kenmerken van ontijzering."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cer";"Ja";"Nee";"Een minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, met kenmerken van ontijzering en geheel gereduceerd."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cg";"Ja";"Nee";"Een moerige of minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, met roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cgc";"Ja";"Nee";"Een moerige of minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, met roestvlekken en extreem ijzerrijk."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cgcp";"Ja";"Nee";"Een moerige of minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, met roestvlekken en extreem ijzerrijk,  wordt met enige regelmaat (meestal jaarlijks) mechanisch bewerkt (bouwvoor)."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cgi";"Ja";"Nee";"Een moerige of minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, met roestvlekken en half of minder gerijpt materiaal."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cgr";"Ja";"Nee";"Een moerige of minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, met roestvlekken en geheel gereduceerd."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cgri";"Ja";"Nee";"Een minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, met roestvlekken, half of minder gerijpt materiaal en geheel gereduceerd."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Ci";"Ja";"Nee";"Een minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, half of minder gerijpt materiaal."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cj";"Ja";"Nee";"Een minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, gele kattekleivlekken (jarosiet)."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cp";"Ja";"Nee";"Een minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, wordt met enige regelmaat (meestal jaarlijks) mechanisch bewerkt (bouwvoor)."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cr";"Ja";"Nee";"Een moerige of minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, geheel gereduceerd."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Crc";"Ja";"Nee";"Een moerige of minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, extreem ijzerrijk en geheel gereduceerd."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cri";"Ja";"Nee";"Een minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, half of minder gerijpt materiaal en geheel gereduceerd."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cu";"Ja";"Nee";"Een moerige of minerale laag (vast gesteente uitgezonderd), die weinig of niet is veranderd door bodemvormende processen, zonder specifieke kenmerken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cw";"Ja";"Nee";"Een moerige laag die weinig of niet is veranderd door bodemvormende processen, sterk verweerd."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cwg";"Ja";"Nee";"Een moerige laag die weinig of niet is veranderd door bodemvormende processen, sterk verweerd en met roestvlekken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cwgp";"Ja";"Nee";"Een moerige laag die weinig of niet is veranderd door bodemvormende processen, sterk verweerd en met roestvlekken, wordt met enige regelmaat (meestal jaarlijks) mechanisch bewerkt (bouwvoor)."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Cy";"Ja";"Nee";"Een zandige laag, die weinig of niet is veranderd door bodemvormende processen, met ijzerhuidjes."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Eb";"Ja";"Nee";"Een minerale horizont die door het verticaal (soms lateraal) uitspoelen is verarmd aan kleimineralen en/of sesquioxyden. Meestal heeft de E-horizont een lager humusgehalte dan de erboven liggende horizont. Deze eluviale horizont (vandaar de E) heet ook wel uitspoelingshorizont, na de bodemvorming met een sediment, sedentaat of een dik (&gt;50 cm) antropogeen dek 'begraven'."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Eg";"Ja";"Nee";"Een minerale horizont die door het verticaal (soms lateraal) uitspoelen is verarmd aan kleimineralen en/of sesquioxyden, met roestvlekken. Deze eluviale horizont (vandaar de E) heet ook wel uitspoelingshorizont."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Eu";"Ja";"Nee";"Een minerale horizont die door het verticaal (soms lateraal) uitspoelen is verarmd aan kleimineralen en/of sesquioxyden, zonder specifieke kenmerken. Deze eluviale horizont (vandaar de E) heet ook wel uitspoelingshorizont. Zonder specifieke kenmerken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"EBh";"Ja";"Nee";"Geleidelijke overgang van een E- naar een B-horizont, met een minerale samenstelling, deels verarmd door uitspoeling van kleimineralen en/of sesquioxyden en met kenmerken van ingespoelde humus."
"Horizontcode";"urn:bro:sfr:HorizonCode";"EBt";"Ja";"Nee";"Geleidelijke overgang van een E- naar een B-horizont, met een minerale samenstelling, deels verarmd door uitspoeling van kleimineralen en/of sesquioxyden en met kenmerken van ingespoelde lutum."
"Horizontcode";"urn:bro:sfr:HorizonCode";"EBu";"Ja";"Nee";"Geleidelijke overgang van een E- naar een B-horizont, met een minerale samenstelling, deels verarmd door uitspoeling van kleimineralen en/of sesquioxyden. Zonder specifieke kenmerken."
"Horizontcode";"urn:bro:sfr:HorizonCode";"EBw";"Ja";"Nee";"Geleidelijke overgang van een E- naar een B-horizont, met een minerale samenstelling deels verarmd door uitspoeling van kleimineralen en/of sesquioxyden en deels met kenmerken van ingespoelde lutum."
"Horizontcode";"urn:bro:sfr:HorizonCode";"Ru";"Ja";"Nee";"Vast gesteente."
"HydrologischeOmstandigheid";"urn:bro:sfr:HydrologicalSetting";"kwelBrak";"Ja";"Nee";"Het terrein is zo gelegen dat brak grondwater via kwel de wortelzone kan bereiken."
"HydrologischeOmstandigheid";"urn:bro:sfr:HydrologicalSetting";"kwelZoetNormaal";"Ja";"Nee";"Het terrein is zo gelegen dat zoet grondwater via kwel de wortelzone kan bereiken en er gelden geen bijzondere omstandigheden."
"HydrologischeOmstandigheid";"urn:bro:sfr:HydrologicalSetting";"kwelZoetWijst";"Ja";"Nee";"Het terrein is zo gelegen dat zoet grondwater via kwel de wortelzone kan bereiken. Het omhoogkomen van zoet grondwater is direct geassocieerd met een breuk in de ondergrond."
"HydrologischeOmstandigheid";"urn:bro:sfr:HydrologicalSetting";"kwelZoetSpreng";"Ja";"Nee";"Het terrein is zo gelegen dat plaatselijk zoet grondwater wordt afgetapt en in een speciaal aangelegde beek kan vloeien doordat de mens ter plaatse de afdekkende grondlaag heeft verwijderd."
"HydrologischeOmstandigheid";"urn:bro:sfr:HydrologicalSetting";"inundatieZoetGrondwater";"Ja";"Nee";"Het terrein is zo gelegen dat het periodiek onder water staat door het omhoogkomen van zoet grondwater (kwel). "
"HydrologischeOmstandigheid";"urn:bro:sfr:HydrologicalSetting";"inudatieZeewater";"Ja";"Nee";"Het terrein is zo gelegen dat het periodiek onder water komt te staan door het binnendringen van zeewater."
"HydrologischeOmstandigheid";"urn:bro:sfr:HydrologicalSetting";"inundatieRivierwater";"Ja";"Nee";"Het terrein is zo gelegen dat het periodiek onder water komt te staan door het binnendringen van rivierwater."
"HydrologischeOmstandigheid";"urn:bro:sfr:HydrologicalSetting";"inundatieRegenwater";"Ja";"Nee";"Het terrein is zo gelegen dat het periodiek onder water komt te staan doordat de afvoer van regenwater stagneert."
"HydrologischeOmstandigheid";"urn:bro:sfr:HydrologicalSetting";"regenwaterOppervlakkigeAfvoer";"Ja";"Nee";"Het terrein is zo gelegen dat het regenwater vooral oppervlakkig wordt afgevoerd."
"HydrologischeOmstandigheid";"urn:bro:sfr:HydrologicalSetting";"regenwaterInfiltratieAfvoer";"Ja";"Nee";"Het terrein is in een wegzijgingsgebied gelegen, waar de neerslag makkelijk infiltreert en snel naar de diepte wordt afgevoerd."
"HydrologischeOmstandigheid";"urn:bro:sfr:HydrologicalSetting";"nietBijzonder";"Ja";"Nee";"Er gelden geen bijzondere hydrologische omstandigheden. "
"KaderAanlevering";"urn:bro:sfr:DeliveryContext";"publiekeTaak";"Ja";"Nee";"De gegevens zijn aangeleverd in het kader van de publieke taakuitvoering, zonder nadere specificering."
"KaderInwinning";"urn:bro:sfr:SurveyPurpose";"bodemchemischOnderzoek";"Ja";"Nee";"Bodemkundig onderzoek met als doel de chemische eigenschappen van de ondergrond te verkennen."
"KaderInwinning";"urn:bro:sfr:SurveyPurpose";"bodemfysischOnderzoek";"Ja";"Nee";"Bodemkundig onderzoek met als doel de fysische eigenschappen van de ondergrond te verkennen."
"KaderInwinning";"urn:bro:sfr:SurveyPurpose";"bodemkaartNederland";"Ja";"Nee";"Bodemkundig onderzoek met als doel de Bodemkaart van Nederland op te stellen. Deze waarde komt alleen voor onder kwaliteitsregime IMBRO. "
"KaderInwinning";"urn:bro:sfr:SurveyPurpose";"bodemkaartNederlandEenheidType";"Ja";"Nee";"Bodemkundig onderzoek met als doel de kaarteenheden van de Bodemkaart van Nederland te definieren. Dit doel is binnen de basisregistratieondergrond specifiek voor het registratie object bodemkundig Wandonderzoek. "
"KaderInwinning";"urn:bro:sfr:SurveyPurpose";"bodemopbouwNatuurterreinen";"Ja";"Nee";"Bodemkundig onderzoek met als doel de inrichting, het beheer en onderhoud van natuurgebieden te verkennen. "
"KaderInwinning";"urn:bro:sfr:SurveyPurpose";"delfstofwinning";"Ja";"Nee";"Bodemkundig onderzoek met als doel de inwinnen van oppervlaktedelftstoffen te verkennen. "
"KaderInwinning";"urn:bro:sfr:SurveyPurpose";"gebiedsinrichting";"Ja";"Nee";"Bodemkundig onderzoek in verband met de herinrichting van een gebied (o.a. landinrichting)."
"KaderInwinning";"urn:bro:sfr:SurveyPurpose";"hydrologischOnderzoek";"Ja";"Nee";"Bodemkundig onderzoek met als doel de hydrologische eigenschappen van de ondergrond te verkennen."
"KaderInwinning";"urn:bro:sfr:SurveyPurpose";"educatie";"Ja";"Nee";"Bodemkundig onderzoek met als doel educatie. "
"Kalkgehalteklasse";"urn:bro:sfr:CarbonateContentClass";"kalkloos";"Ja";"Nee";"Geeft geen zichtbare of hoorbare opbruising bij het opdruppelen van verdund zoutzuur (10% HCl). Dit komt overeen met minder dan 0,5% CaCO<sub>3</sub>."
"Kalkgehalteklasse";"urn:bro:sfr:CarbonateContentClass";"kalkhoudend";"Ja";"Nee";"Geeft alleen hoorbare opbruising bij het opdruppelen van verdund zoutzuur (10% HCl). Dit komt overeen met 0.5-1 à 2% CaCO<sub>3</sub>."
"Kalkgehalteklasse";"urn:bro:sfr:CarbonateContentClass";"kalkrijk";"Ja";"Nee";"Geeft zowel zichtbare als hoorbare opbruising bij het opdruppelen van verdund zoutzuur (10% HCl). Dit komt overeen met meer dan 0.5-1 à 2% CaCO<sub>3</sub>."
"Kalkverloopklasse";"urn:bro:sfr:CarbonateProfile";"kalkloos";"Ja";"Nee";"Kalkloos (code "c") zijn profielen die:— tot ten minste 50 cm diepte kalkloos zijn;— tot ten hoogste 30 cm diepte kalkrijk zijn en daaronder tot tenminste 80 cm diepte kalkloos;— tot ten hoogste 30 cm diepte kalkarm zijn en daaronder tot tenminste 80 cm diepte kalkloos;— tot 30 à 50 cm diepte kalkloos zijn en daaronder tot ten minste 80 cm diepte kalkarm."
"Kalkverloopklasse";"urn:bro:sfr:CarbonateProfile";"kalkarm";"Ja";"Nee";"Kalkarm (code "b") zijn profielen die:— tot ten minste 50 cm diepte kalkarm zijn;— tot ten hoogste 30 cm diepte kalkrijk zijn en daaronder tot tenminste 80 cm diepte kalkarm;— tot 30 à 50 cm diepte kalkrijk zijn en daaronder tot ten minste 80 cm diepte kalkloos;— tot 30 à 50 cm diepte kalkloos zijn en daaronder tot ten minste 80 cm diepte kalkrijk;— tot ten hoogste 30 cm diepte kalkloos zijn en daaronder tot tenminste 80 cm diepte kalkarm;— tot 30 à 50 cm diepte kalkarm zijn en daaronder tot ten minste 80 cm diepte kalkloos."
"Kalkverloopklasse";"urn:bro:sfr:CarbonateProfile";"kalkrijk";"Ja";"Nee";"Kalkrijk (code "a") zijn profielen die:— tot ten minste 50 cm diepte kalkrijk zijn;— tot 30 à 50 cm diepte kalkrijk zijn en daaronder tot ten minste 80 cm diepte kalkarm;— tot ten hoogste 50 cm diepte kalkarm zijn en daaronder tot tenminste 80 cm diepte kalkrijk;— tot ten hoogste 30 cm diepte kalkloos zijn en daaronder tot tenminste 80 cm diepte kalkrijk."
"Kleur";"urn:bro:sfr:Colour";"blauwGrijs";"Ja";"Nee";"BlauwGrijs omvat de Munsellkleuren 10B 5/1, 10B 6/1, 5B 5/1, 5B 6/1, 5PB 5/1, 5PB 6/1 of 5B 5/1 (medium bluish gray)."
"Kleur";"urn:bro:sfr:Colour";"blauwZwart";"Ja";"Nee";"BlauwZwart omvat de Munsellkleuren 10B 2.5/1, 5B 2.5/1 of 5PB 2.5/1 (bluish black)."
"Kleur";"urn:bro:sfr:Colour";"bruin";"Ja";"Nee";"Bruin omvat de Munsellkleuren 10YR 4/3, 10YR 5/3, 7.5YR 4/2, 7.5YR 4/3, 7.5YR 4/4, 7.5YR 5/2, 7.5YR 5/3 of 7.5YR 5/4 (brown)."
"Kleur";"urn:bro:sfr:Colour";"bruinGeel";"Ja";"Nee";"BruinGeel omvat de Munsellkleuren 10YR 6/6 of 10YR 6/8 (brownish yellow)."
"Kleur";"urn:bro:sfr:Colour";"bruinRood";"Ja";"Nee";"BruinRood omvat de Munsellkleuren 10R 3/2, 10R 3/3, 10R 3/4, 5R 3/2, 5R 3/3, 5R 3/4, 7.5R 3/2, 7.5R 3/3 of 7.5R 3/4 (dusky red)."
"Kleur";"urn:bro:sfr:Colour";"donkerblauwGrijs";"Ja";"Nee";"DonkerblauwGrijs omvat de Munsellkleuren 10B 4/1, 5B 4/1, 5PB 4/1 (dark bluish gray), 5B 3/1 of 5PB 3/1 (very dark bluish gray)."
"Kleur";"urn:bro:sfr:Colour";"donkerbruin";"Ja";"Nee";"Donkerbruin omvat de Munsellkleuren 10YR 3/3, 7.5YR 3/2, 7.5YR 3/3 of 7.5YR 3/4 (dark  brown)."
"Kleur";"urn:bro:sfr:Colour";"donkergeelBruin";"Ja";"Nee";"DonkergeelBruin omvat de Munsellkleuren 10YR 3/4, 10YR 3/6, 10YR 4/4 of 10YR 4/6 (dark yellowish brown)."
"Kleur";"urn:bro:sfr:Colour";"donkergrijs";"Ja";"Nee";"Donkergrijs omvat de Munsellkleuren 10YR 4/1, 2.5Y 4/1, 5Y 4/1, 5YR 4/1, 7.5YR 4/1 of N 4/ (dark  gray)."
"Kleur";"urn:bro:sfr:Colour";"donkergrijsBruin";"Ja";"Nee";"DonkergrijsBruin omvat de Munsellkleuren 10YR 4/2 of 2.5Y 4/2 (dark grayish brown)."
"Kleur";"urn:bro:sfr:Colour";"donkergrijsGroen";"Ja";"Nee";"DonkergrijsGroen omvat de Munsellkleuren 5GY 3/2 (very dark grayish green) of 5GY 4/2 (dark grayish green)."
"Kleur";"urn:bro:sfr:Colour";"donkergroenGrijs";"Ja";"Nee";"DonkergroenGrijs omvat de Munsellkleuren 10GY 4/1 (dark greenish black), 10BG 4/1, 10G 4/1, 10Y 4/1, 5BG 4/1, 5G 4/1, 5GY 4/1 (dark greenish gray) of 5G 3/1 (very dark greenish gray)."
"Kleur";"urn:bro:sfr:Colour";"donkerolijf";"Ja";"Nee";"Donkerolijf omvat de Munsellkleur 10Y 3/4 (dark  olive)."
"Kleur";"urn:bro:sfr:Colour";"donkerrood";"Ja";"Nee";"Donkerrood omvat de Munsellkleuren 10R 3/6, 2.5YR 3/6, 5R 2.5/6, 5R 3/6, 5R 3/8, 7.5R 3/6 of 7.5R 3/8 (dark red)."
"Kleur";"urn:bro:sfr:Colour";"geelBruin";"Ja";"Nee";"GeelBruin omvat de Munsellkleuren 10YR 5/4, 10YR 5/6 of 10YR 5/8 (yellowish brown)."
"Kleur";"urn:bro:sfr:Colour";"grijsBruin";"Ja";"Nee";"GrijsBruin omvat de Munsellkleuren 10YR 5/2 of 2.5Y 5/2 (grayish brown)."
"Kleur";"urn:bro:sfr:Colour";"geel";"Ja";"Nee";"Geel omvat de Munsellkleuren 10YR 7/6, 10YR 7/8, 10YR 8/6, 10YR 8/8, 2.5Y 7/6, 2.5Y 7/8, 2.5Y 8/6, 2.5Y 8/8, 5Y 7/6, 5Y 7/8, 5Y 8/6 of 5Y 8/8 (yellow)."
"Kleur";"urn:bro:sfr:Colour";"grijsGroen";"Ja";"Nee";"GrijsGroen omvat de Munsellkleuren 5G 4/2, 5G 5/2, 5GY 5/2 of 5GY 5/2 (grayish green)."
"Kleur";"urn:bro:sfr:Colour";"grijsRood";"Ja";"Nee";"GrijsRood omvat de Munsellkleuren 10R 4/2, 10R 4/3, 10R 4/4, 10R 5/2, 10R 5/3, 10R 5/4, 2.5YR 4/2, 2.5YR 5/2, 5R 4/2, 5R 4/3, 5R 4/4, 5R 5/2, 5R 5/3, 5R 5/4, 7.5R 4/2, 7.5R 4/3, 7.5R 4/4, 7.5R 5/2, 7.5R 5/3 of 7.5R 5/4 (weak  red)."
"Kleur";"urn:bro:sfr:Colour";"grijs";"Ja";"Nee";"Grijs omvat de Munsellkleuren 10YR 5/1, 10YR 6/1, 2.5Y 5/1, 2.5Y 6/1, 5Y 5/1, 5Y 6/1, 5YR 5/1, 5YR 6/1, 7.5YR 5/1, 7.5YR 6/1, N 5/ of N 6/ (gray)."
"Kleur";"urn:bro:sfr:Colour";"groenGrijs";"Ja";"Nee";"GroenGrijs omvat de Munsellkleuren 10BG 5/1, 10BG 6/1, 10G 5/1, 10G 6/1, 10GY 5/1, 10GY 6/1, 10Y 5/1, 10Y 6/1, 5BG 5/1, 5BG 6/1, 5G 5/1, 5G 6/1, 5GY 5/1 of 5GY 6/1 (greenish gray)."
"Kleur";"urn:bro:sfr:Colour";"groenZwart";"Ja";"Nee";"GroenZwart omvat de Munsellkleuren 10BG 2.5/1, 10G 2.5/1, 10GY 2.5/1, 10Y 2.5/1, 5BG 2.5/1, 5G 2.5/1 of 5GY 2.5/1 (greenish black)."
"Kleur";"urn:bro:sfr:Colour";"lichtblauwGrijs";"Ja";"Nee";"LichtblauwGrijs omvat de Munsellkleuren 10B 7/1, 10B 8/1, 5B 7/1, 5B 8/1, 5PB 7/1 of 5PB 8/1 (light bluish gray)."
"Kleur";"urn:bro:sfr:Colour";"lichtbruin";"Ja";"Nee";"Lichtbruin omvat de Munsellkleuren 7.5YR 6/3 of 7.5YR 6/4 (light brown)."
"Kleur";"urn:bro:sfr:Colour";"lichtbruinGrijs";"Ja";"Nee";"LichtbruinGrijs omvat de Munsellkleuren 10YR 6/2 of 2.5Y 6/2 (light brownish gray)."
"Kleur";"urn:bro:sfr:Colour";"lichtgeelBruin";"Ja";"Nee";"LichtgeelBruin omvat de Munsellkleuren 10YR 6/4, 2.5Y 6/3 of 2.5Y 6/4 (light yellowish brown)."
"Kleur";"urn:bro:sfr:Colour";"lichtgrijs";"Ja";"Nee";"Lichtgrijs omvat de Munsellkleuren 10YR 7/1, 10YR 7/2, 2.5Y 7/1, 2.5Y 7/2, 5Y 7/1, 5Y 7/2, 5YR 7/1, 7.5YR 7/1 of N 7/ (light  gray)."
"Kleur";"urn:bro:sfr:Colour";"lichtgrijsBruin";"Ja";"Nee";"LichtgrijsBruin omvat de Munsellkleuren 10YR 6/3, 2.5Y 7/3, 2.5Y 7/4, 2.5Y 8/2, 2.5Y 8/3 of 2.5Y 8/4 (pale  brown)."
"Kleur";"urn:bro:sfr:Colour";"lichtgrijsGeel";"Ja";"Nee";"LichtgrijsGeel omvat de Munsellkleuren 2.5Y 8.5/2, 5Y 7/3, 5Y 7/4, 5Y 8/2, 5Y 8/3 of 5Y 8/4 (pale  yellow)."
"Kleur";"urn:bro:sfr:Colour";"lichtgrijsGroen";"Ja";"Nee";"LichtgrijsGroen omvat de Munsellkleuren 5G 6/2, 5G 7/2, 5G 8/2 (pale  green) of 5GY 6/2 (light grayish green)."
"Kleur";"urn:bro:sfr:Colour";"lichtgroenGrijs";"Ja";"Nee";"LichtgroenGrijs omvat de Munsellkleuren 10BG 7/1, 10BG 8/1, 10G 7/1, 10G 8/1, 10GY 7/1, 10GY 8/1, 10Y 7/1, 10Y 8/1, 5BG 7/1, 5BG 8/1, 5G 7/1, 5G 8/1, 5GY 7/1 of 5GY 8/1 (light greenish gray)."
"Kleur";"urn:bro:sfr:Colour";"lichtolijf";"Ja";"Nee";"Lichtolijf omvat de Munsellkleur 10Y 5/4 (light  olive)."
"Kleur";"urn:bro:sfr:Colour";"lichtolijfBruin";"Ja";"Nee";"LichtolijfBruin omvat de Munsellkleuren 2.5Y 5/3, 2.5Y 5/4, 2.5Y 5/6 of 2.5Y 5/8 (light olive brown)."
"Kleur";"urn:bro:sfr:Colour";"lichtolijfGrijs";"Ja";"Nee";"LichtolijfGrijs omvat de Munsellkleur 5Y 6/2 (light olive gray)."
"Kleur";"urn:bro:sfr:Colour";"lichtrood";"Ja";"Nee";"Lichtrood omvat de Munsellkleuren 10R 6/6, 10R 6/8, 10R 7/6, 10R 7/8, 2.5YR 6/6, 2.5YR 6/8, 2.5YR 7/6, 2.5YR 7/8, 5R 6/6, 5R 6/8, 5R 7/6, 5R 7/8, 7.5R 6/6, 7.5R 6/8, 7.5R 7/6 of 7.5R 7/8 (light red)."
"Kleur";"urn:bro:sfr:Colour";"olijfGrijs";"Ja";"Nee";"OlijfGrijs omvat de Munsellkleuren 5Y 4/2 of 5Y 5/2 (olive gray)."
"Kleur";"urn:bro:sfr:Colour";"oranjeBruin";"Ja";"Nee";"OranjeBruin omvat de Munsellkleuren 7.5YR 4/6, 7.5YR 5/6 of 7.5YR 5/8 (strong  brown)."
"Kleur";"urn:bro:sfr:Colour";"roodBruin";"Ja";"Nee";"RoodBruin omvat de Munsellkleuren 2.5YR 4/3, 2.5YR 4/4, 2.5YR 5/3, 2.5YR 5/4, 5YR 4/3, 5YR 4/4, 5YR 5/3 of 5YR 5/4 (reddish brown)."
"Kleur";"urn:bro:sfr:Colour";"roodGrijs";"Ja";"Nee";"RoodGrijs omvat de Munsellkleuren 10R 5/1, 10R 6/1, 2.5YR 5/1, 2.5YR 6/1, 5R 5/1, 5R 6/1, 5YR 5/2, 7.5R 5/1 of 7.5R 6/1 (reddish gray)."
"Kleur";"urn:bro:sfr:Colour";"donkerbruinRood";"Ja";"Nee";"DonkerbruinRood omvat de Munsellkleuren 10R 2.5/2, 2.5YR 2.5/2, 5R 2.5/2, 5R 2.5/3, 5R 2.5/4, 7.5R 2.5/2, 7.5R 2.5/3 of 7.5R 2.5/4 (very dusky  red)."
"Kleur";"urn:bro:sfr:Colour";"donkergrijsOlijf";"Ja";"Nee";"DonkergrijsOlijf omvat de Munsellkleuren of 10Y 4/2 (dark grayish olive)."
"Kleur";"urn:bro:sfr:Colour";"donkergroenZwart";"Ja";"Nee";"DonkergroenZwart omvat de Munsellkleuren 10Y 3/1 of 5GY 3/1 (very dark greenish gray)."
"Kleur";"urn:bro:sfr:Colour";"donkerolijfBruin";"Ja";"Nee";"DonkerolijfBruin omvat de Munsellkleuren 2.5Y 3/3 (dark olive brown)."
"Kleur";"urn:bro:sfr:Colour";"donkerolijfGrijs";"Ja";"Nee";"DonkerolijfGrijs omvat de Munsellkleur 5Y 3/2 (dark olive gray)."
"Kleur";"urn:bro:sfr:Colour";"donkerolijfGroen";"Ja";"Nee";"DonkerolijfGroen omvat de Munsellkleuren 5GY 3/4 (dark olive green)."
"Kleur";"urn:bro:sfr:Colour";"donkerroodBruin";"Ja";"Nee";"DonkerroodBruin omvat de Munsellkleuren 2.5YR 2.5/3, 2.5YR 2.5/4, 2.5YR 3/3, 2.5YR 3/4, 5YR 2.5/2, 5YR 3/2, 5YR 3/3 of 5YR 3/4 (dark reddish brown)."
"Kleur";"urn:bro:sfr:Colour";"donkerroodGrijs";"Ja";"Nee";"DonkerroodGrijs omvat de Munsellkleuren 10R 3/1, 10R 4/1, 2.5YR 3/1, 2.5YR 4/1, 5R 3/1, 5R 4/1, 5YR 4/2, 7.5R 3/1 of 7.5R 4/1 (dark reddish gray)."
"Kleur";"urn:bro:sfr:Colour";"olijf";"Ja";"Nee";"Olijf omvat de Munsellkleuren 10Y 4/4, 5Y 4/3, 5Y 4/4, 5Y 5/3, 5Y 5/4 of 5Y 5/6 (olive)."
